Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,41598,0,1100.0,1112.587048739322,3.4556829996290617,10145.623454000088,0.0,347.6109196882519,0.0,1100,1200,1300,1400,2300,2600,3500,4200,6100,7800,10000
,Aggregated,41598,0,1100.0,1112.587048739322,3.4556829996290617,10145.623454000088,0.0,347.6109196882519,0.0,1100,1200,1300,1400,2300,2600,3500,4200,6100,7800,10000
