Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,23145,0,340.0,275.4200802445416,3.5457949998090044,1040.0728190033988,0.0,193.56383664174885,0.0,340,390,410,420,450,470,500,530,640,750,1000
,Aggregated,23145,0,340.0,275.4200802445416,3.5457949998090044,1040.0728190033988,0.0,193.56383664174885,0.0,340,390,410,420,450,470,500,530,640,750,1000
