Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,39370,0,1200.0,1187.8008469387971,3.5318240006745327,10066.719328002364,0.0,328.67994855610567,0.0,1200,1300,1400,1400,2500,2700,3800,4400,6200,8500,10000
,Aggregated,39370,0,1200.0,1187.8008469387971,3.5318240006745327,10066.719328002364,0.0,328.67994855610567,0.0,1200,1300,1400,1400,2500,2700,3800,4400,6200,8500,10000
