Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,8767,0,6100.0,5747.593633369227,118.38997599988943,29311.790136998752,0.0,73.3425575491631,0.0,6100,6400,6600,6800,7300,12000,13000,14000,20000,29000,29000
,Aggregated,8767,0,6100.0,5747.593633369227,118.38997599988943,29311.790136998752,0.0,73.3425575491631,0.0,6100,6400,6600,6800,7300,12000,13000,14000,20000,29000,29000
