Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,10069,0,860.0,884.9250533199992,3.4858790022553876,4392.815100000007,0.0,84.22964174183005,0.0,860,940,1000,1100,1400,1600,2000,2300,2900,4100,4400
,Aggregated,10069,0,860.0,884.9250533199992,3.4858790022553876,4392.815100000007,0.0,84.22964174183005,0.0,860,940,1000,1100,1400,1600,2000,2300,2900,4100,4400
