Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,8874,0,2300.0,2255.3780909911143,5.508603000635048,9431.774694003252,0.0,74.20825618005166,0.0,2300,2400,2500,2700,3100,4400,5100,5700,8000,9400,9400
,Aggregated,8874,0,2300.0,2255.3780909911143,5.508603000635048,9431.774694003252,0.0,74.20825618005166,0.0,2300,2400,2500,2700,3100,4400,5100,5700,8000,9400,9400
