Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,9158,0,2200.0,2178.248416214348,4.976964999514166,9219.840482001018,0.0,76.5687057673657,0.0,2200,2400,2500,2600,3100,4400,4900,5600,8300,9200,9200
,Aggregated,9158,0,2200.0,2178.248416214348,4.976964999514166,9219.840482001018,0.0,76.5687057673657,0.0,2200,2400,2500,2600,3100,4400,4900,5600,8300,9200,9200
