Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,10120,0,830.0,884.4588694973143,3.8504080002894625,4085.9224529995117,0.0,84.60094376317787,0.0,830,920,1000,1100,1400,1700,1900,2100,2800,3600,4100
,Aggregated,10120,0,830.0,884.4588694973143,3.8504080002894625,4085.9224529995117,0.0,84.60094376317787,0.0,830,920,1000,1100,1400,1700,1900,2100,2800,3600,4100
