Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,10245,0,820.0,869.2484634630506,3.4344949999649543,4250.611005001701,0.0,85.70284103070256,0.0,820,920,970,1000,1400,1600,2000,2300,3400,4200,4300
,Aggregated,10245,0,820.0,869.2484634630506,3.4344949999649543,4250.611005001701,0.0,85.70284103070256,0.0,820,920,970,1000,1400,1600,2000,2300,3400,4200,4300
