Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,10135,0,2000.0,1952.1277595210643,3.4946500018122606,8973.324127000524,0.0,84.75605985166055,0.0,2000,2100,2200,2300,2600,3900,4200,4900,6700,8500,9000
,Aggregated,10135,0,2000.0,1952.1277595210643,3.4946500018122606,8973.324127000524,0.0,84.75605985166055,0.0,2000,2100,2200,2300,2600,3900,4200,4900,6700,8500,9000
