Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,23009,0,320.0,278.3774080769309,4.21319199995196,908.637243001067,0.0,192.2584567497107,0.0,320,390,420,430,470,510,570,610,740,880,910
,Aggregated,23009,0,320.0,278.3774080769309,4.21319199995196,908.637243001067,0.0,192.2584567497107,0.0,320,390,420,430,470,510,570,610,740,880,910
