Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,8562,58,13000.0,11694.908726086867,115.76785400029621,31243.72566999955,0.14225648213034336,71.63165232676816,0.4852412794852317,13000,13000,13000,14000,14000,25000,27000,28000,30000,31000,31000
,Aggregated,8562,58,13000.0,11694.908726086867,115.76785400029621,31243.72566999955,0.14225648213034336,71.63165232676816,0.4852412794852317,13000,13000,13000,14000,14000,25000,27000,28000,30000,31000,31000
