Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,40192,0,1200.0,1156.939210997826,3.780270002607722,8926.00708199825,0.0,335.7813044728477,0.0,1200,1300,1400,1500,2400,2800,3600,4300,6400,8200,8900
,Aggregated,40192,0,1200.0,1156.939210997826,3.780270002607722,8926.00708199825,0.0,335.7813044728477,0.0,1200,1300,1400,1500,2400,2800,3600,4300,6400,8200,8900
