Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,10156,0,850.0,878.5438416717319,3.9865319995442405,4631.969135003601,0.0,84.9037725996553,0.0,850,930,1000,1100,1300,1600,1900,2000,3000,4100,4600
,Aggregated,10156,0,850.0,878.5438416717319,3.9865319995442405,4631.969135003601,0.0,84.9037725996553,0.0,850,930,1000,1100,1300,1600,1900,2000,3000,4100,4600
