Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,23531,0,340.0,266.4613521021617,3.190145000189659,814.4644619987957,0.0,196.76553155719648,0.0,340,380,390,400,430,460,490,530,650,810,810
,Aggregated,23531,0,340.0,266.4613521021617,3.190145000189659,814.4644619987957,0.0,196.76553155719648,0.0,340,380,390,400,430,460,490,530,650,810,810
