Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,41670,0,320.0,327.56278803857094,3.6394769995240495,2265.987287999451,0.0,348.23118135591795,0.0,320,360,410,460,620,760,960,1100,1600,2100,2300
,Aggregated,41670,0,320.0,327.56278803857094,3.6394769995240495,2265.987287999451,0.0,348.23118135591795,0.0,320,360,410,460,620,760,960,1100,1600,2100,2300
