Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,40498,0,2600.0,2484.6824482835964,4.321791999245761,20623.927237000316,0.0,337.3710687926278,0.0,2600,2800,2900,3000,5300,5800,8000,8700,13000,17000,21000
,Aggregated,40498,0,2600.0,2484.6824482835964,4.321791999245761,20623.927237000316,0.0,337.3710687926278,0.0,2600,2800,2900,3000,5300,5800,8000,8700,13000,17000,21000
