Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,42669,0,300.0,314.93372005962493,3.5391410001466284,2140.357499998572,0.0,356.6771949483597,0.0,300,350,390,430,590,720,890,1000,1400,1800,2100
,Aggregated,42669,0,300.0,314.93372005962493,3.5391410001466284,2140.357499998572,0.0,356.6771949483597,0.0,300,350,390,430,590,720,890,1000,1400,1800,2100
