Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,40537,0,2700.0,2465.784457545042,3.7355230015236884,19226.29393099851,0.0,338.22272088694456,0.0,2700,2800,2900,2900,5300,5700,8000,8600,13000,17000,19000
,Aggregated,40537,0,2700.0,2465.784457545042,3.7355230015236884,19226.29393099851,0.0,338.22272088694456,0.0,2700,2800,2900,2900,5300,5700,8000,8600,13000,17000,19000
