Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,40094,0,2500.0,2495.3561420974975,4.864362999796867,18709.51653300108,0.0,334.28386821598934,0.0,2500,2700,3100,3500,5100,6600,7700,9800,13000,17000,19000
,Aggregated,40094,0,2500.0,2495.3561420974975,4.864362999796867,18709.51653300108,0.0,334.28386821598934,0.0,2500,2700,3100,3500,5100,6600,7700,9800,13000,17000,19000
