Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,10302,0,5300.0,4968.803188422339,110.45926600127132,25170.611910001753,0.0,86.17046264507461,0.0,5300,5500,5600,5800,6700,10000,11000,12000,19000,24000,25000
,Aggregated,10302,0,5300.0,4968.803188422339,110.45926600127132,25170.611910001753,0.0,86.17046264507461,0.0,5300,5500,5600,5800,6700,10000,11000,12000,19000,24000,25000
