Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,41703,0,2600.0,2398.96837134941,3.5359530011191964,18235.826706997614,0.0,347.60766824539763,0.0,2600,2700,2800,2800,5200,5400,7900,8100,13000,16000,18000
,Aggregated,41703,0,2600.0,2398.96837134941,3.5359530011191964,18235.826706997614,0.0,347.60766824539763,0.0,2600,2700,2800,2800,5200,5400,7900,8100,13000,16000,18000
