Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/redirect/str,23500,0,330.0,267.07533642907305,3.4492919985495973,1081.3602849993913,0.0,196.54028390081498,0.0,330,380,400,410,440,460,500,530,650,870,1100
,Aggregated,23500,0,330.0,267.07533642907305,3.4492919985495973,1081.3602849993913,0.0,196.54028390081498,0.0,330,380,400,410,440,460,500,530,650,870,1100
